Ticker,QoQ Net Profit Growth (%),QoQ Compared Quarters,YoY Net Profit Growth (%),YoY Compared Years,QoQ Revenue Growth (%),YoY Revenue Growth (%),Recovered from Harsh Condition,Error
SRF,112.99,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",23.55,11.83,No,No harsh condition recovery
MAHSCOOTER,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",16.67,Not ascending,No,No harsh condition recovery
SCI,212.9,"Dec 2024, Mar 2025",56.31,"Mar 2024, Mar 2025",0.68,11.08,Yes,None
SOLARA,Not ascending,"Dec 2024, Mar 2025",-98.17,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
MMFL,17.39,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
SUPRAJIT,-266.67,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,9.91,No,No harsh condition recovery
DLINKINDIA,Not ascending,"Dec 2024, Mar 2025",6.33,"Mar 2024, Mar 2025",11.78,11.97,No,No harsh condition recovery
ASTRAZEN,90.0,"Sep 2024, Dec 2024",39.64,"Mar 2024, TTM",7.84,24.92,No,No harsh condition recovery
SALASAR,37.5,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",33.45,9.11,No,No harsh condition recovery
ZOMATO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No financial data tables with valid data found for ticker ZOMATO
NESCO,Not ascending,"Dec 2024, Mar 2025",1.16,"Mar 2024, Mar 2025",Not ascending,7.96,No,No harsh condition recovery
OMAXE,-35.08,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
POWERGRID,14.11,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",9.28,Not ascending,No,No harsh condition recovery
SASKEN,N/A,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",2.07,35.71,No,No harsh condition recovery
HINDUNILVR,2.45,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,1.98,No,No harsh condition recovery
HYUNDAI,53.11,"Dec 2024, Mar 2025",3.99,"Mar 2024, Mar 2025",7.76,Not ascending,No,No harsh condition recovery
BANDHANBNK,Not ascending,"Dec 2024, Mar 2025",23.09,"Mar 2024, Mar 2025",Not ascending,16.31,No,No harsh condition recovery
PERSISTENT,14.55,"Dec 2024, Mar 2025",30.78,"Mar 2024, Mar 2025",5.88,21.55,No,No harsh condition recovery
SINDHUTRAD,-89.17,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",38.24,11.51,No,No harsh condition recovery
MOTILALOFS,Not ascending,"Dec 2024, Mar 2025",1.89,"Mar 2024, Mar 2025",Not ascending,17.97,No,No harsh condition recovery
NAUKRI,-150.0,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",3.0,8.71,No,No harsh condition recovery
OPTIEMUS,55.56,"Sep 2024, Dec 2024",11.76,"Mar 2024, TTM",Not ascending,26.37,No,Did not meet improvement criteria
STARHEALTH,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,14.83,No,No harsh condition recovery
IMAGICAA,-115.69,"Sep 2024, Dec 2024",400.0,"Mar 2024, TTM",129.82,43.08,Yes,None
EPACK,-82.16,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,44.58,No,No harsh condition recovery
DOLATALGO,Not ascending,"Sep 2024, Dec 2024",54.43,"Mar 2024, TTM",Not ascending,48.54,No,No harsh condition recovery
UNIECOM,Not ascending,"Dec 2024, Mar 2025",Need 2 years,N/A,38.27,Need 2 years,No,No harsh condition recovery
MFSL,Not ascending,"Dec 2024, Mar 2025",6.48,"Mar 2024, Mar 2025",38.7,Not ascending,No,No harsh condition recovery
CYIENT,0.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,2.98,No,No harsh condition recovery
EIHAHOTELS,N/A,N/A,14.29,"Mar 2011, Mar 2012",N/A,8.84,No,No harsh condition recovery
CASTROLIND,Not ascending,"Dec 2024, Mar 2025",0.95,"Dec 2024, TTM",5.02,1.81,No,No harsh condition recovery
FILATEX,Not ascending,"Dec 2024, Mar 2025",60.56,"Mar 2019, Mar 2025",1.03,47.95,No,No harsh condition recovery
HUDCO,Not ascending,"Dec 2024, Mar 2025",27.96,"Mar 2024, Mar 2025",3.08,31.7,No,No harsh condition recovery
WIPRO,0.38,"Dec 2024, Mar 2025",9.76,"Mar 2024, Mar 2025",0.83,Not ascending,No,No harsh condition recovery
JAIBALAJI,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",7.0,Not ascending,No,No harsh condition recovery
KSL,53.49,"Dec 2024, Mar 2025",0.5,"Mar 2024, Mar 2025",12.4,1.17,Yes,None
ANANDRATHI,Not ascending,"Dec 2024, Mar 2025",14.6,"Mar 2024, Mar 2025",Not ascending,24.87,No,No harsh condition recovery
LANDMARK,800.0,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",31.75,15.51,No,No harsh condition recovery
TATACHEM,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
CARYSIL,88.89,"Dec 2024, Mar 2025",1.89,"Mar 2024, Mar 2025",0.49,19.3,No,No harsh condition recovery
ADANIGREEN,77.32,"Dec 2024, Mar 2025",-55950.0,"Mar 2024, Mar 2025",31.32,21.61,Yes,None
POLICYBZR,-350.0,"Dec 2024, Mar 2025",-69.72,"Mar 2024, Mar 2025",16.72,44.76,Yes,None
JSL,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",2.94,1.94,No,No harsh condition recovery
BIOCON,1335.71,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",15.6,3.43,No,No harsh condition recovery
APLAPOLLO,32.31,"Dec 2024, Mar 2025",0.46,"Mar 2024, Mar 2025",1.4,14.19,No,No harsh condition recovery
JKTYRE,60.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",2.31,Not ascending,No,No harsh condition recovery
STANLEY,3100.0,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",6.5,0.23,No,No harsh condition recovery
BLSE,22.22,"Dec 2024, Mar 2025",26.92,"Mar 2024, Mar 2025",86.72,72.43,No,No harsh condition recovery
SIYSIL,100.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",28.9,6.21,No,No harsh condition recovery
RAMCOIND,Not ascending,"Dec 2024, Mar 2025",79.35,"Mar 2024, Mar 2025",21.8,10.53,No,No harsh condition recovery
TIRUMALCHM,-47.62,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",17.0,Not ascending,No,No harsh condition recovery
RBLBANK,85.11,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,13.29,No,No harsh condition recovery
MANINFRA,17.65,"Dec 2024, Mar 2025",1.6,"Mar 2024, Mar 2025",21.49,Not ascending,No,No harsh condition recovery
EXPLEOSOL,11.76,"Dec 2024, Mar 2025",4.82,"Mar 2024, Mar 2025",Not ascending,6.22,No,No harsh condition recovery
RAMRAT,7.69,"Sep 2024, Dec 2024",42.5,"Mar 2024, TTM",Not ascending,18.1,No,No harsh condition recovery
INOXINDIA,23.81,"Dec 2024, Mar 2025",7.23,"Mar 2024, Mar 2025",10.48,15.47,No,No harsh condition recovery
HCLTECH,Not ascending,"Dec 2024, Mar 2025",4.92,"Mar 2024, Mar 2025",1.19,6.5,No,No harsh condition recovery
FEDFINA,278.95,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",0.19,29.11,No,No harsh condition recovery
NSIL,Not ascending,"Sep 2024, Dec 2024",32.73,"Mar 2024, TTM",Not ascending,39.33,No,No harsh condition recovery
HIKAL,284.62,"Dec 2024, Mar 2025",26.47,"Mar 2024, Mar 2025",23.21,4.2,No,No harsh condition recovery
ALICON,-16800.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",8.27,10.33,No,No harsh condition recovery
HFCL,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
MAPMYINDIA,13.04,"Dec 2024, Mar 2025",0.0,"Mar 2024, Mar 2025",25.22,22.16,No,No harsh condition recovery
PCJEWELLER,Not ascending,"Sep 2024, Dec 2024",-132.32,"Mar 2024, TTM",26.53,163.91,No,No harsh condition recovery
SBILIFE,Not ascending,"Dec 2024, Mar 2025",-4739.13,"Mar 2024, Mar 2025",22.31,Not ascending,No,No harsh condition recovery
GMDCLTD,217.65,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",20.37,15.75,No,No harsh condition recovery
GPPL,48.0,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",15.86,Not ascending,No,No harsh condition recovery
BALAMINES,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
HITECH,11.76,"Sep 2024, Dec 2024",48.84,"Mar 2024, TTM",7.79,11.71,No,No harsh condition recovery
APCOTEXIND,Not ascending,"Jun 2016, Sep 2016",Not ascending,"Mar 2016, TTM",Not ascending,23.21,No,No harsh condition recovery
CAMPUS,Not ascending,"Mar 2022, Jun 2022",365.22,"Mar 2021, Mar 2022",Not ascending,67.93,No,No harsh condition recovery
AEROFLEX,Not ascending,"Dec 2024, Mar 2025",31.58,"Mar 2024, Mar 2025",Not ascending,18.24,No,No harsh condition recovery
DOLLAR,55.56,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",44.09,8.78,No,No harsh condition recovery
OBEROIRLTY,Not ascending,"Dec 2024, Mar 2025",25.7,"Mar 2024, Mar 2025",Not ascending,17.57,No,No harsh condition recovery
SCHNEIDER,91.11,"Sep 2024, Dec 2024",6.59,"Mar 2024, TTM",42.83,14.27,Yes,None
MANAPPURAM,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,13.48,No,No harsh condition recovery
JUSTDIAL,47.06,"Dec 2023, Mar 2024",176.19,"Mar 2023, Mar 2024",1.89,23.43,Yes,None
EMBDL,-47.06,"Sep 2024, Dec 2024",-15.18,"Mar 2024, TTM",13.01,125.36,Yes,None
BALUFORGE,20.41,"Dec 2024, Mar 2025",122.62,"Mar 2024, Mar 2025",5.47,65.0,No,No harsh condition recovery
PILANIINVS,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,8.04,No,No harsh condition recovery
MINDACORP,Not ascending,"Sep 2024, Dec 2024",10.85,"Mar 2024, TTM",Not ascending,6.43,No,No harsh condition recovery
SURAJEST,Not ascending,"Sep 2024, Dec 2024",48.44,"Mar 2024, TTM",55.96,24.51,No,No harsh condition recovery
WEBELSOLAR,11.9,"Dec 2024, Mar 2025",-1490.91,"Mar 2024, Mar 2025",17.69,2111.54,Yes,None
AXISCADES,75.0,"Sep 2024, Dec 2024",39.13,"Mar 2024, TTM",3.77,6.7,No,No harsh condition recovery
INOXGREEN,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",10.78,Not ascending,No,No harsh condition recovery
UPL,64.3,"Dec 2024, Mar 2025",-135.18,"Mar 2024, Mar 2025",42.78,8.21,No,No harsh condition recovery
MAYURUNIQ,7.14,"Dec 2024, Mar 2025",20.0,"Mar 2024, Mar 2025",20.67,9.59,No,No harsh condition recovery
JINDALPOLY,-97.93,"Sep 2024, Dec 2024",-13.55,"Mar 2024, TTM",4.59,27.15,Yes,None
FACT,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
CEIGALL,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",21.78,13.47,No,No harsh condition recovery
GODREJCP,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,1.9,No,No harsh condition recovery
KRBL,14.4,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,3.88,No,No harsh condition recovery
SEQUENT,N/A,"Dec 2024, Mar 2025",-191.67,"Mar 2024, Mar 2025",2.81,13.21,No,Did not meet improvement criteria
TTKHLTCARE,-400.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,6.37,No,No harsh condition recovery
INDIANB,2.47,"Dec 2024, Mar 2025",33.73,"Mar 2024, Mar 2025",0.57,11.48,No,No harsh condition recovery
OFSS,19.32,"Dec 2024, Mar 2025",10.6,"Mar 2024, Mar 2025",0.06,7.44,No,No harsh condition recovery
TITAN,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,18.35,No,No harsh condition recovery
GLS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No financial data tables with valid data found for ticker GLS
VENTIVE,1366.67,"Dec 2024, Mar 2025",Need 2 years,N/A,30.71,Need 2 years,No,No harsh condition recovery
AVALON,50.0,"Dec 2024, Mar 2025",253.85,"Mar 2024, Mar 2025",22.06,26.64,No,No harsh condition recovery
KODYTECH,150.0,"Mar 2024, Sep 2024",225.0,"Mar 2024, TTM",135.29,159.09,No,No harsh condition recovery
BIKAJI,50.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,12.58,No,No harsh condition recovery
AZAD,15.79,"Dec 2024, Mar 2025",181.48,"Mar 2024, Mar 2025",5.83,34.02,Yes,None
ASTERDM,47.27,"Dec 2024, Mar 2025",32.78,"Mar 2024, Mar 2025",Not ascending,11.87,No,No harsh condition recovery
VARROC,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,6.33,No,No harsh condition recovery
RAIN,-18.13,"Dec 2024, Mar 2025",-4.15,"Dec 2024, TTM",2.5,0.64,Yes,None
ATFL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No financial data tables with valid data found for ticker ATFL
ACI,17.95,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",42.98,Not ascending,No,No harsh condition recovery
360ONE,47.52,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",8.03,12.8,No,No harsh condition recovery
JWL,12.35,"Dec 2024, Mar 2025",9.8,"Mar 2024, Mar 2025",1.46,8.75,No,No harsh condition recovery
IRCTC,14.52,"Sep 2024, Dec 2024",2.49,"Mar 2024, TTM",15.13,6.81,No,No harsh condition recovery
SHAKTIPUMP,6.0,"Dec 2024, Mar 2025",183.33,"Mar 2024, Mar 2025",2.47,83.52,Yes,None
AVANTEL,Not ascending,"Dec 2024, Mar 2025",3.85,"Mar 2024, Mar 2025",Not ascending,11.16,No,No harsh condition recovery
KICL,Not ascending,"Sep 2024, Dec 2024",7.32,"Mar 2024, TTM",Not ascending,14.93,No,No harsh condition recovery
UNOMINDA,10.73,"Dec 2024, Mar 2025",18.26,"Mar 2024, Mar 2025",8.22,19.56,No,No harsh condition recovery
GREAVESCOT,-3.41,"Dec 2024, Mar 2025",-35.05,"Mar 2024, Mar 2025",9.62,10.82,Yes,None
MAXHEALTH,Not ascending,"Dec 2024, Mar 2025",12.95,"Mar 2024, Mar 2025",2.25,30.0,No,No harsh condition recovery
BAJFINANCE,5.52,"Dec 2024, Mar 2025",16.11,"Mar 2024, Mar 2025",2.34,26.76,No,No harsh condition recovery
PPLPHARMA,-484.0,"Dec 2024, Mar 2025",-24.03,"Mar 2024, Mar 2025",24.95,11.99,Yes,None
UTKARSHBNK,-101.77,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,18.47,No,No harsh condition recovery
AWFIS,Not ascending,"Sep 2024, Dec 2024",-79.07,"Mar 2024, TTM",8.9,29.56,No,No harsh condition recovery
KALAMANDIR,N/A,N/A,1566.67,"Mar 2021, Mar 2022",N/A,67.3,No,No harsh condition recovery
SDBL,11.11,"Sep 2024, Dec 2024",17.5,"Mar 2024, TTM",3.79,16.0,No,No harsh condition recovery
PSB,10.99,"Dec 2024, Mar 2025",70.76,"Mar 2024, Mar 2025",7.78,18.43,No,No harsh condition recovery
CONCORDBIO,Not ascending,"Sep 2024, Dec 2024",2.21,"Mar 2024, TTM",Not ascending,7.08,No,No harsh condition recovery
WENDT,83.33,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",43.4,3.08,No,No harsh condition recovery
RELAXO,84.62,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",4.2,Not ascending,No,No harsh condition recovery
PFC,7.71,"Dec 2024, Mar 2025",15.32,"Mar 2024, Mar 2025",9.21,16.15,No,No harsh condition recovery
PGHL,10.13,"Sep 2024, Dec 2024",19.42,"Jun 2024, TTM",Not ascending,0.78,No,No harsh condition recovery
TVSMOTOR,40.07,"Dec 2024, Mar 2025",36.34,"Mar 2024, Mar 2025",4.59,12.63,No,No harsh condition recovery
CELLO,3.75,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",5.75,6.8,No,No harsh condition recovery
GOKEX,Not ascending,"Dec 2024, Mar 2025",4.95,"Mar 2024, Mar 2025",2.73,62.42,No,No harsh condition recovery
SAIL,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
AJANTPHARM,1.97,"Dec 2024, Mar 2025",13.0,"Mar 2024, Mar 2025",2.09,10.43,No,No harsh condition recovery
GRAPHITE,-80.0,"Dec 2024, Mar 2025",-104.42,"Mar 2024, Mar 2025",27.34,Not ascending,No,Did not meet improvement criteria
NAZARA,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",67.71,20.39,No,No harsh condition recovery
HERITGFOOD,14.29,"Dec 2024, Mar 2025",77.89,"Mar 2024, Mar 2025",1.35,8.99,No,No harsh condition recovery
BANKINDIA,Not ascending,"Dec 2024, Mar 2025",45.45,"Mar 2024, Mar 2025",0.88,16.76,No,No harsh condition recovery
SUNTV,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
DAMCAPITAL,Not ascending,"Dec 2024, Mar 2025",45.71,"Mar 2024, Mar 2025",Not ascending,37.02,No,No harsh condition recovery
IGIL,30.39,"Dec 2024, Mar 2025",24.44,"Dec 2023, Dec 2024",15.09,64.79,No,No harsh condition recovery
JISLJALEQS,-1000.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",28.51,Not ascending,No,No harsh condition recovery
COROMANDEL,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,9.19,No,No harsh condition recovery
SENCO,-766.67,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",40.2,17.23,No,No harsh condition recovery
AARTIDRUGS,144.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",21.54,Not ascending,No,No harsh condition recovery
SWSOLAR,466.67,"Dec 2024, Mar 2025",-115.54,"Mar 2024, Mar 2025",37.13,107.64,Yes,None
BHARTIARTL,86.89,"Dec 2024, Mar 2025",107.88,"Mar 2024, Mar 2025",6.09,15.34,No,No harsh condition recovery
SABTNL,N/A,"Sep 2024, Dec 2024",-71.43,"Mar 2024, TTM",100.0,133.33,No,Did not meet improvement criteria
HINDCOPPER,Not ascending,"Sep 2024, Dec 2024",46.25,"Mar 2024, TTM",Not ascending,10.95,No,No harsh condition recovery
INDIANHUME,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",2.89,7.34,No,No harsh condition recovery
VMART,Not ascending,"Dec 2024, Mar 2025",-108.47,"Mar 2024, Mar 2025",Not ascending,16.8,No,No harsh condition recovery
KOTAKBANK,4.94,"Dec 2024, Mar 2025",21.48,"Mar 2024, Mar 2025",0.84,16.77,No,No harsh condition recovery
NAVKARCORP,Not ascending,"Sep 2017, Dec 2017",13.33,"Mar 2017, TTM",Not ascending,11.05,No,No harsh condition recovery
STYRENIX,12.77,"Dec 2024, Mar 2025",35.98,"Mar 2024, Mar 2025",36.03,34.2,No,No harsh condition recovery
ASAHIINDIA,40.68,"Dec 2024, Mar 2025",2.73,"Mar 2024, Mar 2025",4.98,5.83,No,No harsh condition recovery
GOPAL,25.0,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,4.71,No,No harsh condition recovery
JAICORPLTD,Not ascending,"Sep 2024, Dec 2024",75.0,"Mar 2024, TTM",Not ascending,9.07,No,No harsh condition recovery
CENTURYPLY,35.71,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,12.97,No,No harsh condition recovery
MIDHANI,26.67,"Sep 2024, Dec 2024",11.29,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
KPRMILL,4.3,"Dec 2024, Mar 2025",0.41,"Mar 2024, Mar 2025",15.7,5.41,No,No harsh condition recovery
DEEPAKFERT,Not ascending,"Dec 2024, Mar 2025",143.38,"Mar 2024, Mar 2025",3.41,18.13,No,No harsh condition recovery
ANURAS,Not ascending,"Dec 2024, Mar 2025",8.76,"Mar 2024, Mar 2025",28.21,Not ascending,No,No harsh condition recovery
PFOCUS,-81.48,"Sep 2024, Dec 2024",-36.79,"Mar 2024, TTM",1.34,Not ascending,No,Did not meet improvement criteria
LGBBROSLTD,Not ascending,"Dec 2024, Mar 2025",4.19,"Mar 2024, Mar 2025",Not ascending,9.89,No,No harsh condition recovery
RHIM,32.26,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",16.61,Not ascending,No,No harsh condition recovery
DEEDEV,Not ascending,"Sep 2024, Dec 2024",Not ascending,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
BAJAJCON,29.41,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",6.84,Not ascending,No,No harsh condition recovery
APARINDS,65.25,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",10.47,15.03,No,No harsh condition recovery
UNIONBANK,8.39,"Dec 2024, Mar 2025",30.66,"Mar 2024, Mar 2025",2.7,8.01,No,No harsh condition recovery
EUREKAFORB,38.71,"Dec 2024, Mar 2025",42.16,"Mar 2024, Mar 2025",2.51,11.33,Yes,None
HGINFRA,14.41,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",7.59,Not ascending,No,No harsh condition recovery
PCBL,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",3.83,30.9,No,No harsh condition recovery
PGEL,278.79,"Dec 2024, Mar 2025",105.69,"Mar 2024, Mar 2025",97.31,77.35,Yes,None
INDOSTAR,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",0.0,0.57,No,No harsh condition recovery
FLAIR,4.55,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",12.45,10.32,No,No harsh condition recovery
RATNAMANI,70.18,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",30.32,2.51,No,No harsh condition recovery
SANGAMIND,26.3,"Sep 2024, Dec 2024",2.86,"Mar 2024, TTM",11.6,7.46,No,No harsh condition recovery
EXIDEIND,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",7.92,2.79,No,No harsh condition recovery
KEI,21.79,"Dec 2024, Mar 2025",17.29,"Mar 2024, Mar 2025",17.92,20.14,No,No harsh condition recovery
AVANTIFEED,29.11,"Sep 2024, Dec 2024",39.15,"Mar 2024, TTM",0.81,2.64,No,No harsh condition recovery
ORIENTCEM,385.71,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",28.3,Not ascending,No,No harsh condition recovery
AVL,Not ascending,"Dec 2024, Mar 2025",32.88,"Mar 2024, Mar 2025",Not ascending,29.66,No,No harsh condition recovery
METROPOLIS,Not ascending,"Dec 2024, Mar 2025",10.08,"Mar 2024, Mar 2025",6.81,10.18,No,No harsh condition recovery
SUDARSCHEM,Not ascending,"Sep 2024, Dec 2024",476.0,"Mar 2024, TTM",Not ascending,8.7,No,No harsh condition recovery
PETRONET,27.2,"Dec 2024, Mar 2025",5.02,"Mar 2024, Mar 2025",0.73,Not ascending,No,No harsh condition recovery
GICRE,Not ascending,"Sep 2024, Dec 2024",30.87,"Mar 2024, TTM",Not ascending,2.84,No,No harsh condition recovery
REDINGTON,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,11.18,No,No harsh condition recovery
BHARTIHEXA,30.43,"Dec 2024, Mar 2025",97.13,"Mar 2024, Mar 2025",1.69,20.58,No,No harsh condition recovery
BASF,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,10.84,No,No harsh condition recovery
BFUTILITIE,Not ascending,"Sep 2024, Dec 2024",9.12,"Mar 2024, TTM",Not ascending,Not ascending,No,No harsh condition recovery
KSCL,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,5.15,No,No harsh condition recovery
ASIANPAINT,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
E2E,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,74.47,No,No harsh condition recovery
GULFOILLUB,11.11,"Dec 2024, Mar 2025",7.5,"Mar 2024, Mar 2025",3.59,10.0,No,No harsh condition recovery
UFLEX,Not ascending,"Dec 2024, Mar 2025",218.52,"Mar 2024, Mar 2025",2.12,12.51,No,No harsh condition recovery
SWIGGY,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",10.44,35.39,No,No harsh condition recovery
CUMMINSIND,33.56,"Sep 2024, Dec 2024",20.66,"Mar 2024, TTM",23.4,13.77,No,No harsh condition recovery
KKCL,12.5,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",12.94,16.63,No,No harsh condition recovery
NITINSPIN,2.27,"Dec 2024, Mar 2025",31.54,"Mar 2024, Mar 2025",0.24,13.92,No,No harsh condition recovery
CANFINHOME,10.38,"Dec 2024, Mar 2025",14.11,"Mar 2024, Mar 2025",1.32,10.08,No,No harsh condition recovery
TV18BRDCST,-7.26,"Mar 2024, Jun 2024",Not ascending,"Mar 2024, TTM",31.72,Not ascending,No,No harsh condition recovery
SYMPHONY,134.48,"Dec 2024, Mar 2025",112.0,"Mar 2024, Mar 2025",101.65,36.33,No,No harsh condition recovery
KAJARIACER,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",5.71,1.25,No,No harsh condition recovery
HCG,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",4.76,16.51,No,No harsh condition recovery
HEROMOTOCO,2.74,"Dec 2024, Mar 2025",9.14,"Mar 2024, Mar 2025",Not ascending,8.29,No,No harsh condition recovery
POONAWALLA,226.32,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",10.31,Not ascending,No,No harsh condition recovery
GLOBUSSPR,-168.13,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",8.76,5.1,No,No harsh condition recovery
SUVEN,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,Not ascending,No,No harsh condition recovery
ABSLAMC,Not ascending,"Dec 2024, Mar 2025",Not ascending,"Mar 2024, Mar 2025",Not ascending,3.0,No,No harsh condition recovery
